genus_name,scientific_name,family_name,order_name,class_name,phylum_name,kingdom_name,infra_name,population,category
Artemia,Artemia monica,ARTEMIIDAE,ANOSTRACA,BRANCHIOPODA,ARTHROPODA,ANIMALIA,,,LR/cd
Arthroleptides,Arthroleptides dutoiti,PETROPEDETIDAE,ANURA,AMPHIBIA,CHORDATA,ANIMALIA,,,CR
Artibeus,Artibeus amplus,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Dermanura,Dermanura anderseni,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Dermanura,Dermanura azteca,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Dermanura,Dermanura cinerea,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Artibeus,Artibeus concolor,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Artibeus,Artibeus fimbriatus,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Artibeus,Artibeus fraterculus,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Dermanura,Dermanura gnoma,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Enchisthenes,Enchisthenes hartii,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Artibeus,Artibeus hirsutus,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Artibeus,Artibeus inopinatus,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Artibeus,Artibeus lituratus,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Artibeus,Artibeus obscurus,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Artibeus,Artibeus planirostris,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Dermanura,Dermanura tolteca,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Arubolana,Arubolana imula,CIROLANIDAE,ISOPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,VU
Arvicanthis,Arvicanthis abyssinicus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Arvicanthis,Arvicanthis blicki,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Arvicanthis,Arvicanthis nairobae,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Arvicanthis,Arvicanthis niloticus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Arvicanthis,Arvicanthis neumanni,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Arvicola,Arvicola amphibius,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Arvicola,Arvicola sapidus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Asellia,Asellia patrizii,HIPPOSIDERIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Aselliscus,Aselliscus stoliczkanus,HIPPOSIDERIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Aselliscus,Aselliscus tricuspidatus,HIPPOSIDERIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Asellus,Asellus aquaticus ssp. carniolicus,ASELLIDAE,ISOPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,carniolicus,,EN
Asellus,Asellus aquaticus ssp. cavernicolus,ASELLIDAE,ISOPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,cavernicolus,,VU
Asellus,Asellus aquaticus ssp. cyclobranchialis,ASELLIDAE,ISOPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,cyclobranchialis,,EN
Ashmunella,Ashmunella pasonis,POLYGYRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/nt
Asiagomphus,Asiagomphus yayeyamensis,GOMPHIDAE,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,,,EN
Asiagomphus,Asiagomphus amamiensis ssp. amamiensis,GOMPHIDAE,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,amamiensis,,EN
Asiagomphus,Asiagomphus amamiensis ssp. okinawanus,GOMPHIDAE,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,okinawanus,,EN
Aslauga,Aslauga australis,LYCAENIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Nilssonia,Nilssonia nigricans,TRIONYCHIDAE,TESTUDINES,REPTILIA,CHORDATA,ANIMALIA,,,EW
Nilssonia,Nilssonia leithii,TRIONYCHIDAE,TESTUDINES,REPTILIA,CHORDATA,ANIMALIA,,,VU
Aspidites,Aspidites ramsayi,PYTHONIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,LC
Aspius,Aspius aspius,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Assiminea,Assiminea infirma,ASSIMINEIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Assiminea,Assiminea palauensis,ASSIMINEIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Assiminea,Assiminea pecos,ASSIMINEIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Astacoides,Astacoides madagascarensis,PARASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,LC
Astacoides,Astacoides crosnieri,PARASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,VU
Astacoides,Astacoides petiti,PARASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,DD
Astacoides,Astacoides granulimanus,PARASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,LC
Astacoides,Astacoides caldwelli,PARASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,VU
Astacoides,Astacoides betsileoensis,PARASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,VU
Astacopsis,Astacopsis gouldi,PARASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,EN
Astacus,Astacus astacus,ASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,VU
Haplochromis,Haplochromis barbarae,CICHLIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Haplochromis,Haplochromis brownae,CICHLIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Haplochromis,Haplochromis latifasciatus,CICHLIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Haplochromis,Haplochromis martini,CICHLIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Haplochromis,Haplochromis megalops,CICHLIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Haplochromis,Haplochromis velifer,CICHLIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Astraea,Astraea heliotropium,TURBINIDAE,VETIGASTROPODA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/lc
Astyanax,Astyanax mexicanus ssp. jordani,CHARACIDAE,CHARACIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,jordani,,VU
Ataeniobius,Ataeniobius toweri,GOODEIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Atelerix,Atelerix frontalis,ERINACEIDAE,EULIPOTYPHLA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Atelerix,Atelerix sclateri,ERINACEIDAE,EULIPOTYPHLA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Ateles,Ateles belzebuth,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Ateles,Ateles geoffroyi,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Ateles,Ateles geoffroyi ssp. frontatus,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,frontatus,,VU
Ateles,Ateles marginatus,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Ateles,Ateles paniscus,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Ateles,Ateles geoffroyi ssp. azuerensis,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,azuerensis,,CR
Ateles,Ateles geoffroyi ssp. grisescens,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,grisescens,,DD
Ateles,Ateles geoffroyi ssp. ornatus,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,ornatus,,EN
Ateles,Ateles geoffroyi ssp. yucatanensis,ATELIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,yucatanensis,,EN
Chaltenobatrachus,Chaltenobatrachus grandisonae,BATRACHYLIDAE,ANURA,AMPHIBIA,CHORDATA,ANIMALIA,,,DD
Atelognathus,Atelognathus nitoi,BATRACHYLIDAE,ANURA,AMPHIBIA,CHORDATA,ANIMALIA,,,VU
Atelognathus,Atelognathus reverberii,BATRACHYLIDAE,ANURA,AMPHIBIA,CHORDATA,ANIMALIA,,,VU
Atelognathus,Atelognathus solitarius,BATRACHYLIDAE,ANURA,AMPHIBIA,CHORDATA,ANIMALIA,,,VU
Atenia,Atenia quadrasi,HELICODONTIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LC
Atherina,Atherina boyeri,ATHERINIDAE,ATHERINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Atherurus,Atherurus africanus,HYSTRICIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Atherurus,Atherurus macrourus,HYSTRICIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Atlantasellus,Atlantasellus cavernicolus,ATLANTASELLIDAE,ISOPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,CR
Atlantoxerus,Atlantoxerus getulus,SCIURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Atrichotoxon,Atrichotoxon usambarense,HELICARIONIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Atrophaneura,Atrophaneura atropos,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Atrophaneura,Atrophaneura jophon,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,CR
Atrophaneura,Atrophaneura luchti,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Atrophaneura,Atrophaneura palu,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,DD
Atrophaneura,Atrophaneura schadenbergi,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Attheyella,Attheyella yemanjae,CANTHOCAMPTIDAE,HARPACTICOIDA,MAXILLOPODA,ARTHROPODA,ANIMALIA,,,LR/cd
Auliscomys,Auliscomys boliviensis,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Loxodontomys,Loxodontomys micropus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Auliscomys,Auliscomys pictus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Auliscomys,Auliscomys sublimis,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Auriculella,Auriculella ambusta,ACHATINELLIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Auriculella,Auriculella castanea,ACHATINELLIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Auriculella,Auriculella crassula,ACHATINELLIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Auriculella,Auriculella malleata,ACHATINELLIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Auriculella,Auriculella perpusilla,ACHATINELLIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Auriculella,Auriculella pulchra,ACHATINELLIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Auriculella,Auriculella tenella,ACHATINELLIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Auriculella,Auriculella expansa,ACHATINELLIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Auriculella,Auriculella uniplicata,ACHATINELLIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Austrelaps,Austrelaps labialis,ELAPIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,VU
Austroassiminea,Austroassiminea letha,ASSIMINEIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Austrochloritis,Austrochloritis ascensa,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/nt
Protolinitis,Protolinitis pusilla,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/nt
Austrocordulia,Austrocordulia leonardi,NOT ASSIGNED,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,,,CR
Austrogammarus,Austrogammarus australis,PARAMELITIDAE,AMPHIPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,CR
Austroglanis,Austroglanis barnardi,AUSTROGLANIDIDAE,SILURIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Austroglanis,Austroglanis gilli,AUSTROGLANIDIDAE,SILURIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Austroglanis,Austroglanis sclateri,AUSTROGLANIDIDAE,SILURIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Austromenidia,Austromenidia gracilis,ATHERINIDAE,ATHERINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Austropotamobius,Austropotamobius pallipes,ASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,EN
Austropotamobius,Austropotamobius torrentium,ASTACIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,DD
Austrosaga,Austrosaga spinifer,TETTIGONIIDAE,ORTHOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Avahi,Avahi laniger,INDRIIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Avahi,Avahi occidentalis,INDRIIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Avenionia,Avenionia brevis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LC
Awalycaeus,Awalycaeus akiratadai,CYCLOPHORIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Axis,Axis calamianensis,CERVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Axis,Axis kuhlii,CERVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,CR
Babyrousa,Babyrousa babyrussa,SUIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Granulomelon,Granulomelon squamulosum,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/nt
Baetica,Baetica ustulata,TETTIGONIIDAE,ORTHOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,EN
Baiomys,Baiomys musculus,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Baiomys,Baiomys taylori,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Balaena,Balaena mysticetus,BALAENIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Balaena,Balaena mysticetus,BALAENIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd
Balaena,Balaena mysticetus,BALAENIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,Okhotsk Sea subpopulation,EN
Balaena,Balaena mysticetus,BALAENIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,Svalbard-Barents Sea (Spitsbergen) subpopulation,CR
Balaenoptera,Balaenoptera acutorostrata,BALAENOPTERIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Balaenoptera,Balaenoptera borealis,BALAENOPTERIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Balaenoptera,Balaenoptera edeni,BALAENOPTERIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Balaenoptera,Balaenoptera musculus,BALAENOPTERIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Balaenoptera,Balaenoptera physalus,BALAENOPTERIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Balaenoptera,Balaenoptera musculus ssp. brevicauda,BALAENOPTERIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,brevicauda,,DD
Balaenoptera,Balaenoptera bonaerensis,BALAENOPTERIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Balaenoptera,Balaenoptera musculus ssp. musculus,BALAENOPTERIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,musculus,North Pacific stock,LR/cd
Balaenoptera,Balaenoptera musculus ssp. musculus,BALAENOPTERIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,musculus,North Atlantic stock,VU
Balantiocheilos,Balantiocheilos melanopterus,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Balantiopteryx,Balantiopteryx infusca,EMBALLONURIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Balantiopteryx,Balantiopteryx io,EMBALLONURIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Balantiopteryx,Balantiopteryx plicata,EMBALLONURIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Balanus,Balanus aquila,BALANIDAE,SESSILIA,MAXILLOPODA,ARTHROPODA,ANIMALIA,,,DD
Balionycteris,Balionycteris maculata,PTEROPODIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Balistes,Balistes vetula,BALISTIDAE,TETRAODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Bandicota,Bandicota bengalensis,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Bandicota,Bandicota indica,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Bandicota,Bandicota savilei,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Banksula,Banksula melones,PHALANGODIDAE,OPILIONES,ARACHNIDA,ARTHROPODA,ANIMALIA,,,VU
Barbastella,Barbastella barbastellus,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Barbouria,Barbouria cubensis,HIPPOLYTIDAE,DECAPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,CR
Pseudobarbus,Pseudobarbus capensis,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Barbus,Barbus barbus,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Pseudobarbus,Pseudobarbus calidus,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Pseudobarbus,Pseudobarbus erubescens,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Enteromius,Enteromius hospes,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Barbus,Barbus meridionalis,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Barbus,Barbus plebejus,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Pseudobarbus,Pseudobarbus serra,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Enteromius,Enteromius treurensis,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Barbus,Barbus trevelyani,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Enteromius,Enteromius brevipinnis,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Luciobarbus,Luciobarbus comizo,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Barbus,Barbus euboicus,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Luciobarbus,Luciobarbus guiraonis,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Barbus,Barbus haasi,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Luciobarbus,Luciobarbus microcephalus,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Enteromius,Enteromius motebensis,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Barbus,Barbus prespensis,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Luciobarbus,Luciobarbus bocagei,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Barbus,Barbus cyclolepis,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Luciobarbus,Luciobarbus graellsii,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Barbus,Barbus peloponnesius,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Luciobarbus,Luciobarbus sclateri,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Luciobarbus,Luciobarbus steindachneri,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,VU
Barbus,Barbus tyberinus,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Barbus,Barbus caninus,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Barkudia,Barkudia insularis,SCINCIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,CR
Baronia,Baronia brevicornis,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,LR/nt
Basilichthys,Basilichthys australis,ATHERINOPSIDAE,ATHERINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LR/nt
Basilichthys,Basilichthys microlepidotus,ATHERINOPSIDAE,ATHERINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Bassariscus,Bassariscus sumichrasti,PROCYONIDAE,CARNIVORA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Batagur,Batagur baska,GEOEMYDIDAE,TESTUDINES,REPTILIA,CHORDATA,ANIMALIA,,,CR
Bathanalia,Bathanalia howesi,PALUDOMIDAE,SORBEOCONCHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Bathanalia,Bathanalia straeleni,PALUDOMIDAE,SORBEOCONCHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LC
Bathyergus,Bathyergus janetta,BATHYERGIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Bathyergus,Bathyergus suillus,BATHYERGIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Bathygobius,Bathygobius burtoni,GOBIIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Bathyraja,Bathyraja abyssicola,ARHYNCHOBATIDAE,RAJIFORMES,CHONDRICHTHYES,CHORDATA,ANIMALIA,,,DD
Batillaria,Batillaria mutata,BATILLARIDAE,SORBEOCONCHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Batomys,Batomys dentatus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Batomys,Batomys salomonseni,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Batrachoides,Batrachoides manglae,BATRACHOIDIDAE,BATRACHOIDIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Telmatobius,Telmatobius macrostomus,TELMATOBIIDAE,ANURA,AMPHIBIA,CHORDATA,ANIMALIA,,,EN
Batrachoseps,Batrachoseps simatus,PLETHODONTIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,VU
Batrachoseps,Batrachoseps stebbinsi,PLETHODONTIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,VU
Batrachoseps,Batrachoseps campi,PLETHODONTIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,EN
Batrachoseps,Batrachoseps relictus,PLETHODONTIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,DD
Afghanodon,Afghanodon mustersi,HYNOBIIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,CR
Iranodon,Iranodon persicus,HYNOBIIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,NT
Iranodon,Iranodon gorganensis,HYNOBIIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,CR
Battus,Battus zetides,PAPILIONIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Baudinella,Baudinella baudinensis,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/nt
